timestamp_ist,trade_date,expiry,spot,atm,pcr,max_pain,support,resistance,ce_oi_total,pe_oi_total,verdict
2026-08-13 09:15,2026-08-13,2026-08-18,24362.2,24350,0.75,24400,24000,25000,125090485,94317730,Leaning Bearish
2026-08-13 09:15,2026-08-13,2026-08-25,24362.2,24350,1.01,24500,24000,25000,61344075,61767290,Rangebound
2026-08-13 09:15,2026-08-13,2026-09-01,24362.2,24350,1.06,24500,23500,25000,2376140,2517580,Rangebound
2026-08-13 09:20,2026-08-13,2026-08-18,24341.7,24350,0.76,24400,24000,24500,135706610,103574900,Leaning Bearish
2026-08-13 09:20,2026-08-13,2026-08-25,24341.7,24350,1.01,24450,24000,25000,61710415,62289240,Rangebound
2026-08-13 09:20,2026-08-13,2026-09-01,24341.7,24350,1.04,24500,23500,25000,2438345,2531230,Rangebound
2026-08-13 09:25,2026-08-13,2026-08-18,24347.1,24350,0.77,24400,24000,24500,140453300,108734860,Leaning Bearish
2026-08-13 09:25,2026-08-13,2026-08-25,24347.1,24350,1.0,24450,24000,25000,62118420,62402600,Rangebound
2026-08-13 09:25,2026-08-13,2026-09-01,24347.1,24350,1.05,24500,23500,25000,2467725,2597790,Rangebound
2026-08-13 09:30,2026-08-13,2026-08-18,24331.1,24350,0.76,24400,24000,24500,144504035,109969925,Leaning Bearish
2026-08-13 09:30,2026-08-13,2026-08-25,24331.1,24350,1.0,24450,24000,25000,62792535,62734230,Rangebound
2026-08-13 09:30,2026-08-13,2026-09-01,24331.1,24350,1.04,24500,23500,25000,2504840,2614495,Rangebound
2026-08-13 09:35,2026-08-13,2026-08-18,24326.75,24350,0.74,24400,24000,24500,148907590,110755710,Leaning Bearish
2026-08-13 09:35,2026-08-13,2026-08-25,24326.75,24350,0.99,24450,24000,25000,63319035,62832770,Rangebound
2026-08-13 09:35,2026-08-13,2026-09-01,24326.75,24350,1.04,24500,23500,25000,2537080,2640300,Rangebound
2026-08-13 09:40,2026-08-13,2026-08-18,24337.95,24350,0.75,24400,24300,24500,150873905,112625695,Leaning Bearish
2026-08-13 09:40,2026-08-13,2026-08-25,24337.95,24350,0.99,24450,24000,25000,63738675,63024130,Rangebound
2026-08-13 09:40,2026-08-13,2026-09-01,24337.95,24350,1.03,24500,23500,25000,2577575,2654015,Rangebound
2026-08-13 09:50,2026-08-13,2026-08-18,24354.05,24350,0.77,24400,24300,24500,152388470,117136825,Leaning Bearish
2026-08-13 09:50,2026-08-13,2026-08-25,24354.05,24350,0.99,24450,24000,25000,64140245,63433890,Rangebound
2026-08-13 09:50,2026-08-13,2026-09-01,24354.05,24350,1.03,24500,23500,25000,2585375,2666105,Rangebound
2026-08-13 09:55,2026-08-13,2026-08-18,24352.65,24350,0.77,24400,24300,24500,153765690,118639430,Leaning Bearish
2026-08-13 09:55,2026-08-13,2026-08-25,24352.65,24350,0.99,24450,24000,25000,64265045,63612250,Rangebound
2026-08-13 09:55,2026-08-13,2026-09-01,24352.65,24350,1.03,24500,23500,25000,2596165,2666040,Rangebound
2026-08-13 10:00,2026-08-13,2026-08-18,24351.55,24350,0.78,24400,24300,24500,153720125,120522480,Leaning Bearish
