timestamp_ist,trade_date,expiry,spot,atm,pcr,max_pain,support,resistance,ce_oi_total,pe_oi_total,verdict
2026-08-07 09:15,2026-08-07,2026-08-11,24000.0,24000,0.92,24600,24000,25000,130101465,119284425,Rangebound
2026-08-07 09:15,2026-08-07,2026-08-18,24000.0,24000,1.16,24600,22000,25000,14378910,16616210,Rangebound
2026-08-07 09:15,2026-08-07,2026-08-25,24000.0,24000,1.16,24500,24000,24000,45412510,52517790,Rangebound
2026-08-07 09:30,2026-08-07,2026-08-11,24000.0,24000,0.94,24600,24600,24600,154950575,146418090,Rangebound
2026-08-07 09:30,2026-08-07,2026-08-18,24000.0,24000,1.11,24600,22000,25000,15238145,16952195,Rangebound
2026-08-07 09:30,2026-08-07,2026-08-25,24000.0,24000,1.15,24500,24000,24000,45492590,52217750,Rangebound
2026-08-07 09:45,2026-08-07,2026-08-11,24000.0,24000,0.97,24600,24600,24600,160608825,155116715,Rangebound
2026-08-07 09:45,2026-08-07,2026-08-18,24000.0,24000,1.11,24600,22000,25000,15721875,17476615,Rangebound
2026-08-07 09:45,2026-08-07,2026-08-25,24000.0,24000,1.15,24500,24000,24000,45582550,52240110,Rangebound
2026-08-07 10:00,2026-08-07,2026-08-11,24000.0,24000,1.03,24600,24600,24600,164522345,168730705,Rangebound
2026-08-07 10:00,2026-08-07,2026-08-18,24000.0,24000,1.12,24600,22000,25000,16017170,17986150,Rangebound
2026-08-07 10:00,2026-08-07,2026-08-25,24000.0,24000,1.14,24500,24000,24000,45914440,52361010,Rangebound
2026-08-07 10:15,2026-08-07,2026-08-11,24000.0,24000,0.99,24600,24600,24600,169861770,168497290,Rangebound
2026-08-07 10:15,2026-08-07,2026-08-18,24000.0,24000,1.11,24600,22000,25000,16439540,18288140,Rangebound
2026-08-07 10:15,2026-08-07,2026-08-25,24000.0,24000,1.14,24500,24000,24000,46140250,52434590,Rangebound
2026-08-07 10:30,2026-08-07,2026-08-11,24000.0,24000,0.87,24600,24600,24600,183742650,160634240,Rangebound
2026-08-07 10:30,2026-08-07,2026-08-18,24000.0,24000,1.1,24600,22000,25000,17200105,18858320,Rangebound
2026-08-07 10:30,2026-08-07,2026-08-25,24000.0,24000,1.13,24500,24000,24000,46192835,52359775,Rangebound
2026-08-07 10:40,2026-08-07,2026-08-11,24000.0,24000,0.83,24600,24600,24600,189515235,157277575,Rangebound
2026-08-07 10:40,2026-08-07,2026-08-18,24000.0,24000,1.09,24600,22000,25000,17563650,19095375,Rangebound
2026-08-07 10:40,2026-08-07,2026-08-25,24000.0,24000,1.13,24500,24000,24000,46284225,52340470,Rangebound
2026-08-07 10:45,2026-08-07,2026-08-11,24000.0,24000,0.82,24600,24600,24600,191435920,157494675,Rangebound
2026-08-07 10:45,2026-08-07,2026-08-18,24000.0,24000,1.08,24600,22000,25000,17696575,19156215,Rangebound
2026-08-07 10:45,2026-08-07,2026-08-25,24000.0,24000,1.13,24500,24000,24000,46289880,52280020,Rangebound
2026-08-07 11:00,2026-08-07,2026-08-11,24000.0,24000,0.83,24600,24600,24600,192425480,158995005,Rangebound
2026-08-07 11:00,2026-08-07,2026-08-18,24000.0,24000,1.08,24600,22000,25000,17837625,19338865,Rangebound
2026-08-07 11:00,2026-08-07,2026-08-25,24000.0,24000,1.13,24500,24000,24000,46332195,52203775,Rangebound
2026-08-07 11:15,2026-08-07,2026-08-11,24000.0,24000,0.81,24600,24600,24600,195028990,158099175,Rangebound
2026-08-07 11:15,2026-08-07,2026-08-18,24000.0,24000,1.09,24600,22000,25000,18151185,19734130,Rangebound
2026-08-07 11:15,2026-08-07,2026-08-25,24000.0,24000,1.12,24500,24000,24000,46218445,51985050,Rangebound
