strike,ce_oi,ce_chg_oi,ce_buildup,pe_oi,pe_chg_oi,pe_buildup,zone_200pt
21000,0,0,N/A,0,0,N/A,21000-21200
21200,0,0,N/A,0,0,N/A,21200-21400
21400,0,0,N/A,0,0,N/A,21400-21600
21600,455,-650,N/A,1716390,-666770,N/A,21600-21800
21800,65,0,N/A,262730,-50180,N/A,21800-22000
22000,6045,-2015,N/A,866905,-648050,N/A,22000-22200
22200,0,0,N/A,321685,-365170,N/A,22200-22400
22400,65,0,N/A,247975,-170495,N/A,22400-22600
22600,0,0,N/A,357565,-335075,N/A,22600-22800
22800,4485,-3900,N/A,668850,-931125,N/A,22800-23000
23000,98085,-29380,N/A,3991130,-4012060,N/A,23000-23200
23200,15665,-2600,N/A,1254435,-1672840,N/A,23200-23400
23400,29770,-14105,N/A,2138370,-1888250,N/A,23400-23600
23600,66365,-20345,N/A,3561870,-651625,N/A,23600-23800
23800,335010,-66495,N/A,3941925,-2398435,N/A,23800-24000
24000,1031745,-558805,N/A,8880690,-5350280,N/A,24000-24200
24200,919490,-838565,N/A,5954910,-8720075,N/A,24200-24400
24400,2447770,352755,N/A,8084050,-3019705,N/A,24400-24600
24600,10686715,-4376255,N/A,14758575,3197025,N/A,24600-24800
24800,7241520,-4436315,N/A,295360,-190060,N/A,24800-25000
25000,8992100,-2895035,N/A,96655,-162955,N/A,25000-25200
25200,5264090,594035,N/A,29250,3315,N/A,25200-25400
25400,4028050,2166060,N/A,12870,8775,N/A,25400-25600
25600,2853370,1497080,N/A,195,65,N/A,25600-25800
25800,1871675,980460,N/A,1560,-390,N/A,25800-26000
26000,2725320,1038440,N/A,32240,-50440,N/A,26000-26200
26200,1283555,169390,N/A,1820,0,N/A,26200-26400
26400,124995,124995,N/A,0,0,N/A,26400-26600
26600,70135,70135,N/A,0,0,N/A,26600-26800
26800,76050,76050,N/A,0,0,N/A,26800-27000
27000,334425,333320,N/A,0,0,N/A,27000-27200
27200,301925,301925,N/A,0,0,N/A,27200-27400
27400,0,0,N/A,0,0,N/A,27400-27600
27600,0,0,N/A,0,0,N/A,27600-27800
27800,0,0,N/A,0,0,N/A,27800-28000
28000,0,0,N/A,0,0,N/A,28000-28200
28200,0,0,N/A,0,0,N/A,28200-28400
28400,0,0,N/A,0,0,N/A,28400-28600
28600,0,0,N/A,0,0,N/A,28600-28800
28800,0,0,N/A,0,0,N/A,28800-29000
29000,0,0,N/A,0,0,N/A,29000-29200
29200,0,0,N/A,0,0,N/A,29200-29400
29400,0,0,N/A,0,0,N/A,29400-29600
29600,0,0,N/A,0,0,N/A,29600-29800
29800,0,0,N/A,0,0,N/A,29800-30000
30000,0,0,N/A,0,0,N/A,30000-30200
