timestamp_ist,trade_date,expiry,spot,atm,pcr,max_pain,support,resistance,ce_oi_total,pe_oi_total,verdict
2026-09-02 09:15,2026-09-02,2026-09-08,23823.8,23800,0.69,24100,23500,24200,104244530,72099950,Leaning Bearish
2026-09-02 09:15,2026-09-02,2026-09-15,23823.8,23800,0.75,24100,23500,25000,11122085,8368685,Leaning Bearish
2026-09-02 09:15,2026-09-02,2026-09-22,23823.8,23800,0.73,24100,23500,24500,1175850,863850,Leaning Bearish
2026-09-02 09:20,2026-09-02,2026-09-08,23824.65,23800,0.71,24000,23500,24200,121627545,86472100,Leaning Bearish
2026-09-02 09:20,2026-09-02,2026-09-15,23824.65,23800,0.76,24100,23500,25000,11267880,8615425,Leaning Bearish
2026-09-02 09:20,2026-09-02,2026-09-22,23824.65,23800,0.72,24050,23500,24500,1224080,884650,Leaning Bearish
2026-09-02 09:25,2026-09-02,2026-09-08,23815.25,23800,0.67,24000,23500,24000,134334135,89708450,Leaning Bearish
2026-09-02 09:25,2026-09-02,2026-09-15,23815.25,23800,0.76,24100,23500,25000,11582870,8780395,Leaning Bearish
2026-09-02 09:25,2026-09-02,2026-09-22,23815.25,23800,0.76,24000,23500,24500,1263990,962065,Leaning Bearish
2026-09-02 09:30,2026-09-02,2026-09-08,23820.95,23800,0.68,23950,23800,24200,139738430,95241510,Leaning Bearish
2026-09-02 09:30,2026-09-02,2026-09-15,23820.95,23800,0.75,24100,23500,25000,11835005,8921120,Leaning Bearish
2026-09-02 09:30,2026-09-02,2026-09-22,23820.95,23800,0.76,24000,23500,24500,1276535,969605,Leaning Bearish
2026-09-02 09:35,2026-09-02,2026-09-08,23835.3,23850,0.68,23950,23800,24000,144062230,97952920,Leaning Bearish
2026-09-02 09:35,2026-09-02,2026-09-15,23835.3,23850,0.76,24100,23500,25000,12019865,9078745,Leaning Bearish
2026-09-02 09:35,2026-09-02,2026-09-22,23835.3,23850,0.77,24000,23500,24500,1286220,987415,Leaning Bearish
2026-09-02 09:40,2026-09-02,2026-09-08,23833.05,23850,0.68,23900,23800,24000,146785145,99812765,Leaning Bearish
2026-09-02 09:40,2026-09-02,2026-09-15,23833.05,23850,0.76,24100,23500,25000,12179895,9232665,Leaning Bearish
2026-09-02 09:40,2026-09-02,2026-09-22,23833.05,23850,0.79,24000,23500,24500,1290185,1017965,Leaning Bearish
2026-09-02 09:45,2026-09-02,2026-09-08,23836.9,23850,0.68,23900,23800,24000,150122895,101821655,Leaning Bearish
2026-09-02 09:45,2026-09-02,2026-09-15,23836.9,23850,0.76,24100,23500,25000,12297350,9317945,Leaning Bearish
2026-09-02 09:45,2026-09-02,2026-09-22,23836.9,23850,0.8,24000,23500,24500,1304420,1038635,Leaning Bearish
2026-09-02 09:50,2026-09-02,2026-09-08,23844.6,23850,0.67,23900,23800,24000,152678110,101903555,Leaning Bearish
2026-09-02 09:50,2026-09-02,2026-09-15,23844.6,23850,0.75,24100,23500,25000,12421695,9373585,Leaning Bearish
2026-09-02 09:50,2026-09-02,2026-09-22,23844.6,23850,0.8,24000,23500,24500,1310985,1042730,Leaning Bearish
2026-09-02 09:55,2026-09-02,2026-09-08,23831.1,23850,0.67,23900,23800,24000,154286145,104107120,Leaning Bearish
2026-09-02 09:55,2026-09-02,2026-09-15,23831.1,23850,0.75,24100,23500,25000,12507365,9408490,Leaning Bearish
2026-09-02 09:55,2026-09-02,2026-09-22,23831.1,23850,0.8,24000,23500,24500,1319240,1049880,Leaning Bearish
2026-09-02 10:00,2026-09-02,2026-09-08,23846.75,23850,0.68,23900,23800,24000,155509770,105607645,Leaning Bearish
2026-09-02 10:00,2026-09-02,2026-09-15,23846.75,23850,0.75,24100,23500,25000,12592710,9464520,Leaning Bearish
2026-09-02 10:00,2026-09-02,2026-09-22,23846.75,23850,0.79,24000,23500,24500,1327820,1045265,Leaning Bearish
2026-09-02 10:05,2026-09-02,2026-09-08,23855.4,23850,0.68,23900,23800,24000,156868205,107213990,Leaning Bearish
2026-09-02 10:05,2026-09-02,2026-09-15,23855.4,23850,0.75,24100,23500,25000,12660700,9503065,Leaning Bearish
2026-09-02 10:05,2026-09-02,2026-09-22,23855.4,23850,0.78,24000,23500,24500,1339650,1047865,Leaning Bearish
2026-09-02 10:10,2026-09-02,2026-09-08,23847.65,23850,0.69,23900,23800,24000,157261390,108357015,Leaning Bearish
2026-09-02 10:10,2026-09-02,2026-09-15,23847.65,23850,0.75,24100,23500,25000,12728495,9495005,Leaning Bearish
2026-09-02 10:10,2026-09-02,2026-09-22,23847.65,23850,0.78,24000,23500,24500,1333345,1044940,Leaning Bearish
2026-09-02 10:15,2026-09-02,2026-09-08,23848.0,23850,0.7,23900,23800,24000,156285545,108706455,Leaning Bearish
2026-09-02 10:15,2026-09-02,2026-09-15,23848.0,23850,0.75,24100,23500,25000,12760020,9529585,Leaning Bearish
2026-09-02 10:15,2026-09-02,2026-09-22,23848.0,23850,0.78,24000,23500,24500,1354600,1053715,Leaning Bearish
2026-09-02 10:20,2026-09-02,2026-09-08,23865.3,23850,0.7,23900,23800,24000,157707160,110178510,Leaning Bearish
2026-09-02 10:20,2026-09-02,2026-09-15,23865.3,23850,0.75,24100,23500,25000,12809160,9549215,Leaning Bearish
2026-09-02 10:20,2026-09-02,2026-09-22,23865.3,23850,0.78,24000,23500,24500,1358695,1055925,Leaning Bearish
2026-09-02 10:25,2026-09-02,2026-09-08,23875.55,23900,0.73,23900,23800,24000,153915970,111641725,Leaning Bearish
2026-09-02 10:25,2026-09-02,2026-09-15,23875.55,23900,0.75,24100,23500,25000,12800645,9571770,Leaning Bearish
2026-09-02 10:25,2026-09-02,2026-09-22,23875.55,23900,0.76,24000,23500,24500,1385280,1053975,Leaning Bearish
